Gene1,Gene2,Score
SPI1,VAPA,228
SPI1,PSME1,190
SPI1,TMEM71,287
SPI1,AP2S1,226
SPI1,PRPF8,727
SPI1,SRP19,146
SPI1,ZMAT3,347
SPI1,ZFP938,278
SPI1,ESCO2,111
SPI1,AMMECR1L,276
SPI1,SPNS3,105
SPI1,IRGQ,290
SPI1,RPAIN,292
SPI1,NUP88,292
SPI1,OAZ1,252
SPI1,UTP11,478
SPI1,PLAU,199
SPI1,PGM2,216
SPI1,PPP1R12B,190
SPI1,RDM1,157
SPI1,TCHP,214
SPI1,TATDN2,144
SPI1,MIGA2,113
SPI1,9830107B12RIK,716
SPI1,POT1B,130
SPI1,TMEM63B,253
SPI1,MRPL14,253
SPI1,TNFAIP8L1,316
SPI1,CYB5B,252
SPI1,WDR4,151
SPI1,UBE4B,133
SPI1,L3HYPDH,115
SPI1,SCAMP2,179
SPI1,MS4A3,428
SPI1,GM973,1418
SPI1,ZFP493,537
SPI1,AKTIP,206
SPI1,SMG8,243
SPI1,SLC37A1,451
SPI1,IFT46,156
SPI1,H3F3B,226
SPI1,BRD3OS,261
SPI1,SMIM24,240
SPI1,ZFP207,230
SPI1,GANC,126
SPI1,CD180,290
SPI1,RUNDC3B,140
SPI1,RAB43,884
SPI1,QRICH1,123
SPI1,GORASP1,884
SPI1,TNFRSF22,218
SPI1,INTS9,134
SPI1,HMBOX1,134
SPI1,APLP2,207
SPI1,ETS2,176
SPI1,CDC20,199
SPI1,AKAP7,462
SPI1,SRP72,520
SPI1,MINPP1,179
SPI1,NUDT14,439
SPI1,TRAPPC8,513
SPI1,UBE2G2,163
SPI1,MFF,169
SPI1,TMCO4,443
SPI1,JTB,549
SPI1,UBA1,152
SPI1,SEL1L,117
SPI1,ESRP2,665
SPI1,ZFP740,230
SPI1,ABCB7,143
SPI1,CCDC74A,198
SPI1,NPFF,241
SPI1,NEK1,241
SPI1,CYP4F37,339
SPI1,ACTR5,135
SPI1,SLC25A32,142
SPI1,DCAF13,142
SPI1,BORCS5,146
SPI1,CDKN2AIPNL,241
SPI1,KLK8,307
SPI1,A630095N17RIK,856
SPI1,TRIM44,280
SPI1,BATF2,469
SPI1,CLPX,177
SPI1,REXO4,136
SPI1,TXNDC12,196
SPI1,ABHD16B,809
SPI1,CNOT3,239
SPI1,LYZL4,205
SPI1,OAS1C,303
SPI1,OAS1B,303
SPI1,PRPF19,257
SPI1,CD74,743
SPI1,GABBR1,183
SPI1,XPR1,221
SPI1,DDX59,229
SPI1,TSEN34,393
SPI1,ZFP523,223
SPI1,OLFR266,811
SPI1,COX6A1,214
SPI1,FAM213A,218
SPI1,CNTNAP1,398
SPI1,CCL5,1351
SPI1,RBCK1,159
SPI1,INHBC,261
SPI1,ZFP511,338
SPI1,TUBGCP2,338
SPI1,RDH12,324
SPI1,CBR3,245
SPI1,RAB30,203
SPI1,BMT2,129
SPI1,UTP4,174
SPI1,CHTF8,174
SPI1,TLR1,668
SPI1,ARID1A,136
SPI1,SKI,173
SPI1,TRIM39,156
SPI1,SETD1A,222
SPI1,TOMM70A,159
SPI1,SLC7A1,304
SPI1,AKT3,328
SPI1,MUM1,150
SPI1,NCOA2,392
SPI1,GNPDA2,130
SPI1,UBR4,177
SPI1,TMEM126B,251
SPI1,GM15816,278
SPI1,INSIG2,148
SPI1,TRAPPC10,210
SPI1,GLT8D2,714
SPI1,LYG1,172
SPI1,MTOR,961
SPI1,USP42,292
SPI1,CDK4,339
SPI1,AHCYL2,167
SPI1,ATP5D,166
SPI1,ZMAT5,150
SPI1,UQCR10,150
SPI1,INO80,269
SPI1,IARS2,295
SPI1,KNTC1,105
SPI1,A930007A09RIK,230
SPI1,PRSS39,147
SPI1,TMEM246,328
SPI1,HDAC2,423
SPI1,ZIK1,516
SPI1,ZCCHC24,280
SPI1,ZFP975,396
SPI1,TLE4,245
SPI1,XPNPEP1,314
SPI1,PPP4R3A,206
SPI1,FCGRT,237
SPI1,HASPIN,137
SPI1,LIPO3,151
SPI1,SMARCC1,118
SPI1,KMT2B,245
SPI1,WWC2,107
SPI1,DCTN1,176
SPI1,ZFP629,320
SPI1,ITGB2L,1578
SPI1,OS9,151
SPI1,UCHL3,215
SPI1,FAM161A,306
SPI1,PHACTR1,363
SPI1,MECP2,375
SPI1,FOSB,179
SPI1,TUBB2B,1008
SPI1,CHM,522
SPI1,TLR12,940
SPI1,GAA,520
SPI1,RPLP2,207
SPI1,IKBIP,224
SPI1,APAF1,224
SPI1,ASB10,229
SPI1,E330017A01RIK,2503
SPI1,CHD7,210
SPI1,ZFP691,281
SPI1,ZFP146,192
SPI1,RNF181,362
SPI1,COQ7,104
SPI1,B4GALT7,278
SPI1,KIF1BP,218
SPI1,PHF8,184
SPI1,UBR2,492
SPI1,CWC25,266
SPI1,GPATCH2,157
SPI1,GTF3C4,287
SPI1,DDX31,287
SPI1,GPR89,278
SPI1,CCDC91,225
SPI1,PPM1D,234
SPI1,GPR183,968
SPI1,B4GALT4,297
SPI1,AP5Z1,205
SPI1,HUS1,136
SPI1,PIGW,120
SPI1,MYO19,120
SPI1,IL27RA,345
SPI1,CMTM2A,545
SPI1,DBNDD2,185
SPI1,TAF7,151
SPI1,DYNC1I1,162
SPI1,ARHGEF7,218
SPI1,PNKP,175
SPI1,STK36,380
SPI1,RNF25,380
SPI1,SPTBN1,301
SPI1,TMEM64,377
SPI1,TTF1,174
SPI1,HAAO,562
SPI1,BLOC1S1,328
SPI1,IL15,203
SPI1,DUSP28,314
SPI1,CAMP,184
SPI1,FAM160B2,264
SPI1,BCR,331
SPI1,GTPBP2,562
SPI1,ETHE1,119
SPI1,ACAP1,233
SPI1,MRPL44,110
SPI1,APOBEC3,419
SPI1,NADSYN1,216
SPI1,DHCR7,216
SPI1,MUP16,195
SPI1,ADORA3,442
SPI1,CETN3,263
SPI1,1810013L24RIK,210
SPI1,CWC27,145
SPI1,ZFP622,270
SPI1,CSTF1,356
SPI1,AURKA,356
SPI1,HNRNPDL,407
SPI1,IL11RA1,408
SPI1,ACP6,262
SPI1,ATP2A2,563
SPI1,WARS,236
SPI1,UQCC1,254
SPI1,NECAP1,276
SPI1,EFTUD2,202
SPI1,CCDC103,202
SPI1,WDR25,236
SPI1,ACTL6A,101
SPI1,HRH2,306
SPI1,ECI3,564
SPI1,CACNB2,487
SPI1,NARFL,154
SPI1,MEN1,172
SPI1,MX1,1362
SPI1,TOMM22,102
SPI1,AVPI1,173
SPI1,RPS29,136
SPI1,SIGLECF,662
SPI1,IVNS1ABP,710
SPI1,IFNLR1,972
SPI1,IFT27,238
SPI1,RTF2,162
SPI1,HPS4,1689
SPI1,RUFY2,280
SPI1,WDR48,120
SPI1,SETX,206
SPI1,GGNBP2,245
SPI1,PRC1,182
SPI1,USP22,195
SPI1,ATG2A,171
SPI1,1810055G02RIK,199
SPI1,EEF2KMT,136
SPI1,OSBPL3,522
SPI1,POLDIP3,242
SPI1,PLEKHA3,186
SPI1,FBF1,196
SPI1,ALKBH4,176
SPI1,TRADD,158
SPI1,FBXL8,158
SPI1,SUCLG1,147
SPI1,TMEM69,302
SPI1,SMARCAL1,459
SPI1,TRIM55,190
SPI1,UFSP1,137
SPI1,RPL39,247
SPI1,CTBP2,234
SPI1,PEX3,155
SPI1,ADAT2,155
SPI1,RB1,254
SPI1,CCN1,403
SPI1,PLIN1,241
SPI1,CCR7,1160
SPI1,UBA2,195
SPI1,CARNMT1,151
SPI1,TBC1D23,214
SPI1,ARL6IP4,177
SPI1,LEMD2,177
SPI1,INF2,230
SPI1,KANSL2,195
SPI1,TMUB1,435
SPI1,CAPN15,189
SPI1,SKA1,252
SPI1,A930018P22RIK,130
SPI1,MON1A,326
SPI1,DHRS7,156
SPI1,RHEB,163
SPI1,RELT,221
SPI1,NXF1,216
SPI1,AOX1,161
SPI1,ZFP870,265
SPI1,GGN,385
SPI1,PRKN,126
SPI1,PACRG,126
SPI1,AMD2,308
SPI1,AMD1,308
SPI1,BPIFC,368
SPI1,ZBTB26,253
SPI1,SPDYE4B,120
SPI1,RBAK,120
SPI1,ZFP189,252
SPI1,MRPL50,252
SPI1,ZSWIM1,252
SPI1,FBXL20,282
SPI1,MAP3K9,226
SPI1,CD63,236
SPI1,SPOPL,172
SPI1,RRN3,249
SPI1,CDC34,109
SPI1,CISD2,132
SPI1,RPL13A,204
SPI1,IZUMO4,143
SPI1,DDA1,490
SPI1,TTC17,262
SPI1,DDX19A,143
SPI1,COMMD10,162
SPI1,GTF2IRD2,199
SPI1,RAVER1,133
SPI1,LRRC40,218
SPI1,TCEAL8,253
SPI1,SORBS3,228
SPI1,WDR91,206
SPI1,FH1,164
SPI1,DEPDC1A,140
SPI1,RAB3GAP2,681
SPI1,FAM117B,567
SPI1,SLFN2,481
SPI1,MTFR2,227
SPI1,ZSWIM4,327
SPI1,TMEM38B,369
SPI1,NR2F6,435
SPI1,AMMECR1,206
SPI1,LAMTOR3,229
SPI1,MSRB2,189
SPI1,XRN1,241
SPI1,AKT1,203
SPI1,UTP14A,378
SPI1,TBCK,152
SPI1,AIMP1,152
SPI1,SLAIN2,154
SPI1,IFRD2,263
SPI1,FRA10AC1,187
SPI1,GLRP1,172
SPI1,PLSCR3,151
SPI1,JRKL,246
SPI1,NUP93,239
SPI1,TPK1,405
SPI1,POLR3K,152
SPI1,ABHD8,177
SPI1,TRRAP,165
SPI1,MLF2,235
SPI1,HEY2,330
SPI1,ZKSCAN3,140
SPI1,CYCS,127
SPI1,UBR1,143
SPI1,FUT11,291
SPI1,PYM1,247
SPI1,PDE3B,176
SPI1,SCFD1,130
SPI1,ZER1,290
SPI1,CMC1,172
SPI1,FEN1,197
SPI1,DPM3,207
SPI1,TMEM258,197
SPI1,BICD2,259
SPI1,PDE1B,1301
SPI1,ACOT9,158
SPI1,SNRPB2,241
SPI1,ARMCX3,120
SPI1,GTF2F1,164
SPI1,EXOSC3,117
SPI1,PYROXD1,142
SPI1,KDM5C,210
SPI1,FKBP7,756
SPI1,NUDT1,261
SPI1,EMD,288
SPI1,ZFP33B,286
SPI1,NVL,152
SPI1,SNX6,103
SPI1,DDX39,290
SPI1,FBXL19,173
SPI1,LYRM4,145
SPI1,FARS2,145
SPI1,HSD17B10,323
SPI1,AKNA,185
SPI1,MROH1,117
SPI1,RNF146,186
SPI1,CPNE2,208
SPI1,RNF145,215
SPI1,EXOC1,152
SPI1,TMEM40,155
SPI1,VPS51,175
SPI1,SLIRP,119
SPI1,NRP,119
SPI1,ALKBH1,119
SPI1,E130308A19RIK,178
SPI1,DGKH,786
SPI1,PSPC1,195
SPI1,BLNK,554
SPI1,MTHFD2L,129
SPI1,GRM8,351
SPI1,SELENOO,351
SPI1,DISP1,206
SPI1,TMEM60,249
SPI1,PHTF2,249
SPI1,TTPA,253
SPI1,SEMA3G,253
SPI1,CD207,401
SPI1,RPS6KA2,490
SPI1,PCDHGC3,170
SPI1,GFPT1,135
SPI1,CDC73,306
SPI1,VPS45,221
SPI1,NDUFA4,105
SPI1,EIF4E,255
SPI1,PHB,169
SPI1,DBT,210
SPI1,SRSF6,184
SPI1,UBASH3B,1276
SPI1,DNMT1,261
SPI1,ZFP568,241
SPI1,METTL4,192
SPI1,PSMB7,304
SPI1,CFAP43,429
SPI1,UBE2D1,120
SPI1,GHITM,253
SPI1,ACP5,304
SPI1,HC,762
SPI1,TNPO1,253
SPI1,ATP6V1F,163
SPI1,GM5544,214
SPI1,EGFR,265
SPI1,TMEM186,209
SPI1,PMM2,209
SPI1,OCRL,306
SPI1,NAE1,204
SPI1,CAR7,204
SPI1,MRPL11,390
SPI1,PTCH1,328
SPI1,SVS2,151
SPI1,NEUROG3,406
SPI1,SGF29,186
SPI1,HIGD1A,129
SPI1,SPATA17,157
SPI1,LRRK2,2059
SPI1,RPS2,113
SPI1,STX7,160
SPI1,GADD45A,195
SPI1,GID4,241
SPI1,ATPAF2,241
SPI1,CCL7,293
SPI1,TMEM14A,218
SPI1,TEDC2,102
SPI1,SPOUT1,151
SPI1,STAMBP,242
SPI1,UBXN8,390
SPI1,MON2,265
SPI1,STX18,235
SPI1,ZFP58,236
SPI1,D2HGDH,190
SPI1,SEMA4D,452
SPI1,SLCO3A1,796
SPI1,IRS2,306
SPI1,UBE2V2,172
SPI1,ATF4,106
SPI1,RTN4IP1,129
SPI1,QRSL1,129
SPI1,CCT8,182
SPI1,SERTAD3,134
SPI1,GALM,277
SPI1,ZFP433,436
SPI1,BSCL2,234
SPI1,DCAF11,204
SPI1,ITPR3,238
SPI1,PVR,352
SPI1,WDR83OS,293
SPI1,DNM1L,101
SPI1,RAN,144
SPI1,MAX,310
SPI1,NUDT9,233
SPI1,SHARPIN,258
SPI1,CIC,161
SPI1,PSMD4,203
SPI1,JADE1,144
SPI1,TBCB,332
SPI1,POLR2I,332
SPI1,CRXOS,620
SPI1,PXDC1,300
SPI1,TUBGCP5,162
SPI1,IFIH1,199
SPI1,NAPA,233
SPI1,GOLPH3L,241
SPI1,AP3B1,181
SPI1,FEM1B,203
SPI1,LRCH1,272
SPI1,RNH1,248
SPI1,SMARCE1,213
SPI1,DLG3,426
SPI1,FBXO33,158
SPI1,HOXA10,223
SPI1,TEX10,265
SPI1,KIDINS220,278
SPI1,NDUFS8,162
SPI1,PPEF2,579
SPI1,WASHC1,129
SPI1,PCM1,186
SPI1,CCAR1,228
SPI1,EDEM2,200
SPI1,SDHAF2,162
SPI1,CPSF7,162
SPI1,ETV4,257
SPI1,XIRP1,157
SPI1,ZFP410,195
SPI1,POGLUT1,192
SPI1,TVP23B,146
SPI1,ORC5,913
SPI1,TBC1D2,569
SPI1,CLYBL,105
SPI1,GPR65,140
SPI1,FANCD2,151
SPI1,EMC3,151
SPI1,PDIA4,168
SPI1,MFSD4B3,204
SPI1,ZFP467,469
SPI1,RFT1,128
SPI1,LPAR1,334
SPI1,MXD3,239
SPI1,ZDHHC12,108
SPI1,SH3BP5L,222
SPI1,TNFRSF18,483
SPI1,DFFB,206
SPI1,MRPS22,184
SPI1,USP24,226
SPI1,SERF2,137
SPI1,HES1,338
SPI1,SMIM14,144
SPI1,FBXO5,143
SPI1,VARS,293
SPI1,KCTD1,419
SPI1,SPATC1,314
SPI1,SREBF2,161
SPI1,ZKSCAN4,130
SPI1,ZFP974,107
SPI1,OTULIN,177
SPI1,KAT5,446
SPI1,ZFP516,1070
SPI1,PTCHD1,503
SPI1,DDX60,435
SPI1,RCL1,184
SPI1,MRPL24,323
SPI1,PTGFR,321
SPI1,CYP4F14,302
SPI1,KCNH3,375
SPI1,CXCL9,605
SPI1,TRAF6,254
SPI1,HECTD1,132
SPI1,FAM84B,139
SPI1,SCNM1,175
SPI1,LYSMD1,175
SPI1,CEP104,206
SPI1,HIST1H4F,433
SPI1,YBEY,265
SPI1,NAMPT,241
SPI1,PDGFB,416
SPI1,TFAM,214
SPI1,NUMA1,227
SPI1,EIF2AK2,135
SPI1,MCOLN2,151
SPI1,CTF1,197
SPI1,CAND1,354
SPI1,CCRL2,176
SPI1,HES2,235
SPI1,TFPI2,354
SPI1,HAL,130
SPI1,ATP5J2,151
SPI1,MPST,143
SPI1,COP1,391
SPI1,AJUBA,299
SPI1,GPN1,265
SPI1,TRA2A,175
SPI1,ZC2HC1A,166
SPI1,CALU,193
SPI1,1810022K09RIK,157
SPI1,STAMBPL1,182
SPI1,IL17RD,162
SPI1,URGCP,181
SPI1,ORC2,643
SPI1,PSMD10,162
SPI1,ATG4A,162
SPI1,GPR160,208
SPI1,STAG3,354
SPI1,GPC2,354
SPI1,MCM3AP,265
SPI1,MRM2,261
SPI1,NUCB1,129
SPI1,CDK1,141
SPI1,PGBD1,152
SPI1,VMN1R8,160
SPI1,SCMH1,393
SPI1,NLN,184
SPI1,ZBTB24,148
SPI1,CHAF1B,135
SPI1,MOGS,209
SPI1,PLEK2,209
SPI1,DDX3X,110
SPI1,FLT3,253
SPI1,RPUSD4,101
SPI1,FAM118B,101
SPI1,TRAPPC2,195
SPI1,OFD1,195
SPI1,NAT14,148
SPI1,IFT74,140
SPI1,RIN1,187
SPI1,MYO10,287
SPI1,ZFP184,134
SPI1,PARD6A,265
SPI1,ACD,265
SPI1,BC030867,197
SPI1,ZFP772,740
SPI1,TMC3,139
SPI1,PSMA3,239
SPI1,MYNN,109
SPI1,ANAPC10,199
SPI1,ABCE1,199
SPI1,SAR1B,154
SPI1,ANKMY2,257
SPI1,FHL5,229
SPI1,PAM,142
SPI1,KLHL26,153
SPI1,DDX56,118
SPI1,ZBTB44,278
SPI1,METTL25,193
SPI1,CCDC59,193
SPI1,TSN,172
SPI1,SEC24A,123
SPI1,WDR76,133
SPI1,MFAP1A,133
SPI1,TTF2,152
SPI1,ATG12,139
SPI1,AP3S1,139
SPI1,PNN,162
SPI1,RAD23B,102
SPI1,DNAL4,133
SPI1,ISY1,120
SPI1,COQ2,189
SPI1,YES1,295
SPI1,GPSM3,487
SPI1,CUTA,160
SPI1,WDR83,293
SPI1,NUP35,244
SPI1,ACOT2,278
SPI1,TOMM34,170
SPI1,TSTD2,301
SPI1,NCBP1,301
SPI1,EXT1,327
SPI1,USP9X,229
SPI1,GPAT3,251
SPI1,LSM4,307
SPI1,ZFP27,390
SPI1,MIS18A,168
SPI1,CATSPERG1,194
SPI1,ALOX8,463
SPI1,SLA2,301
SPI1,MTHFSD,281
SPI1,CD200R1,253
SPI1,OPRM1,464
SPI1,RAB38,554
SPI1,ZFP940,306
SPI1,TST,143
SPI1,ICAM5,406
SPI1,DCTPP1,196
SPI1,SLC30A1,373
SPI1,LY6C1,558
SPI1,MTF2,108
SPI1,EAR10,1497
SPI1,SMDT1,356
SPI1,KIZ,290
SPI1,GM12250,289
SPI1,RSL1,289
SPI1,WBP1,552
SPI1,PMS2,302
SPI1,AIMP2,302
SPI1,RIMS3,517
SPI1,DAPK3,244
SPI1,SPAST,148
SPI1,TDRD3,579
SPI1,CD52,270
SPI1,USP30,180
SPI1,GMCL1,124
SPI1,SPEN,221
SPI1,ANO10,119
SPI1,PHF7,130
SPI1,BAP1,130
SPI1,ZFP746,709
SPI1,PSMC5,331
SPI1,FTSJ3,331
SPI1,LAGE3,393
SPI1,FAAP100,172
SPI1,TM4SF19,426
SPI1,NUDT15,287
SPI1,CCDC71L,149
SPI1,CACNB1,192
SPI1,HADH,181
SPI1,MGAT4E,717
SPI1,DEPP1,359
SPI1,CD3D,523
SPI1,NSD2,1175
SPI1,DUSP22,127
SPI1,CBFA2T2,163
SPI1,ZFP874B,137
SPI1,NAXE,139
SPI1,APPL2,191
SPI1,PAFAH1B2,424
SPI1,GRIN2D,132
SPI1,ZFP639,133
SPI1,SPRED2,283
SPI1,HIST1H2BE,229
SPI1,CTNNA3,337
SPI1,FAM124B,229
SPI1,MPND,215
SPI1,CDKL5,195
SPI1,PRR11,129
SPI1,THAP7,172
SPI1,CSRNP2,246
SPI1,TMEM191C,425
SPI1,NECTIN4,160
SPI1,GPHN,466
SPI1,PPP2R1B,159
SPI1,SRRM2,202
SPI1,USP19,198
SPI1,SLC25A30,142
SPI1,NTAN1,172
SPI1,CR1L,128
SPI1,STARD5,202
SPI1,RHBDL3,331
SPI1,ITSN2,461
SPI1,DCAF8,238
SPI1,NCAPD2,208
SPI1,MITF,140
SPI1,STARD3,140
SPI1,KCTD21,526
SPI1,LSS,202
SPI1,METTL8,131
SPI1,DCAF17,131
SPI1,PIKFYVE,314
SPI1,BCKDK,120
SPI1,NDRG3,380
SPI1,PSMB10,623
SPI1,PPIL1,169
SPI1,RNF150,352
SPI1,CCNJ,276
SPI1,TBC1D19,236
SPI1,TEFM,182
SPI1,WHRN,391
SPI1,EPOP,194
SPI1,HSPE1,341
SPI1,HSPD1,341
SPI1,2700062C07RIK,252
SPI1,MICU3,159
SPI1,CDK18,283
SPI1,UST,303
SPI1,AP5M1,182
SPI1,CPSF1,122
SPI1,KNL1,176
SPI1,PRKAR1A,182
SPI1,CRYBG1,252
SPI1,IL10RB,188
SPI1,CEP85,218
SPI1,TENT5C,689
SPI1,ZC3H14,185
SPI1,SPAG5,170
SPI1,RAPGEF5,270
SPI1,CDC14B,398
SPI1,AKAP11,110
SPI1,HIST1H2BJ,172
SPI1,ELF4,384
SPI1,CELF5,1145
SPI1,PARD6B,112
SPI1,MTCH1,131
SPI1,SCD1,388
SPI1,ACSF2,253
SPI1,PXMP4,126
SPI1,PRODH,161
SPI1,HIST1H2AG,172
SPI1,HIC1,174
SPI1,NSF,210
SPI1,L1CAM,750
SPI1,CPLANE1,191
SPI1,MRPL15,120
SPI1,ARHGAP32,405
SPI1,ZNHIT2,189
SPI1,FMC1,235
SPI1,BTG3,141
SPI1,BUD13,203
SPI1,PDS5B,125
SPI1,MKX,593
SPI1,ASPHD1,211
SPI1,PAPSS2,206
SPI1,DNASE2A,128
SPI1,ATP10D,127
SPI1,WASHC2,320
SPI1,LZTFL1,144
SPI1,TCF7L2,168
SPI1,BCL2L2,132
SPI1,NT5C2,376
SPI1,ZFP770,735
SPI1,ZFP819,328
SPI1,METTL3,107
SPI1,SRRD,274
SPI1,CMAH,364
SPI1,ZFP946,236
SPI1,DNTTIP1,260
SPI1,2510009E07RIK,264
SPI1,LY6A,424
SPI1,TSTA3,229
SPI1,SOS2,192
SPI1,SIKE1,361
SPI1,UHRF2,269
SPI1,NFE2L1,156
SPI1,MORN5,515
SPI1,FMO5,209
SPI1,COPS8,124
SPI1,EGLN1,227
SPI1,ORMDL3,161
SPI1,RPUSD1,152
SPI1,CHTF18,152
SPI1,ZDHHC6,214
SPI1,VTI1A,214
SPI1,ZFP653,162
SPI1,WDR81,457
SPI1,SCHIP1,625
SPI1,SLC30A5,294
SPI1,MAGEB3,263
SPI1,CTDSPL2,263
SPI1,PWWP2B,175
SPI1,ADPRHL2,162
SPI1,GLIPR2,135
SPI1,MAF1,258
SPI1,SORL1,404
SPI1,GPR157,253
SPI1,SUGP1,120
SPI1,MAU2,120
SPI1,D17H6S56E-5,293
SPI1,WDR5,197
SPI1,SPX,412
SPI1,GALNT6,283
SPI1,NEK3,228
SPI1,FLII,153
SPI1,BRIP1,134
SPI1,TMEM209,127
SPI1,SSMEM1,127
SPI1,RNASE4,402
SPI1,ANG,402
SPI1,ATN1,241
SPI1,TDRKH,142
SPI1,STFA2L1,1655
SPI1,GMNN,153
SPI1,PROKR1,218
SPI1,RAD54L,223
SPI1,PTAR1,155
SPI1,MRPS15,145
SPI1,PPOX,535
SPI1,FCNB,393
SPI1,ZFP300,629
SPI1,SIAH1B,429
SPI1,RELCH,296
SPI1,PIGN,296
SPI1,ZFP319,251
SPI1,USB1,251
SPI1,WBP2,173
SPI1,MPP5,172
SPI1,OSM,307
SPI1,ENTPD6,319
SPI1,DLAT,171
SPI1,SMO,132
SPI1,PRG3,151
SPI1,AP3S2,121
SPI1,TGFBRAP1,191
SPI1,CDC42SE1,136
SPI1,FBXO8,159
SPI1,CEP44,159
SPI1,DUS4L,452
SPI1,COG5,452
SPI1,PARP14,222
SPI1,PPM1L,350
SPI1,CDCA7,212
SPI1,MED28,110
SPI1,SLC4A11,665
SPI1,PCNX3,191
SPI1,MAP3K11,191
SPI1,MCM5,129
SPI1,EPS8L3,707
SPI1,NBN,156
SPI1,ELANE,286
SPI1,VWA2,136
SPI1,FHAD1,928
SPI1,BTD,287
SPI1,TBC1D17,145
SPI1,PTGES2,215
SPI1,MZF1,247
SPI1,MEX3B,279
SPI1,PHKG2,184
SPI1,SLFN9,336
SPI1,SGTB,184
SPI1,PZP,330
SPI1,PPP1R3E,195
SPI1,SART1,184
SPI1,IPCEF1,274
SPI1,GM7932,294
SPI1,IFT140,246
SPI1,MRPL17,175
SPI1,ATXN2,182
SPI1,YPEL2,257
SPI1,ABCB1B,125
SPI1,FSIP1,386
SPI1,CD3G,523
SPI1,BGLAP2,284
SPI1,SDAD1,249
SPI1,HMGXB4,166
SPI1,HACL1,287
SPI1,TBX21,582
SPI1,TTC14,118
SPI1,MED13,169
SPI1,RWDD2A,157
SPI1,PGM3,157
SPI1,SFRP4,229
SPI1,ITPKC,205
SPI1,ZBTB41,132
SPI1,NKIRAS2,174
SPI1,AI597479,191
SPI1,UBFD1,198
SPI1,EARS2,198
SPI1,USP37,167
SPI1,CNOT9,167
SPI1,TWF1,172
SPI1,AHCTF1,109
SPI1,FRMD6,124
SPI1,TMEM17,131
SPI1,GAPDHS,772
SPI1,POLRMT,231
SPI1,SLC25A5,172
SPI1,FSBP,140
SPI1,CCDC150,860
SPI1,DPP4,266
SPI1,GTF2F2,141
SPI1,RAMP2,412
SPI1,STIP1,195
SPI1,RABAC1,146
SPI1,PANK1,454
SPI1,GADD45B,532
SPI1,COPG2,172
SPI1,NMUR1,343
SPI1,SESN2,851
SPI1,USP5,179
SPI1,RXYLT1,140
SPI1,FPR1,204
SPI1,HSDL2,157
SPI1,FOXQ1,465
SPI1,GGCX,155
SPI1,TTI1,165
SPI1,RPRD1B,165
SPI1,IFIT1BL2,195
SPI1,GNPDA1,216
SPI1,NIT2,130
SPI1,MAGOH,140
SPI1,SUMO3,224
SPI1,RRP8,141
SPI1,ILK,141
SPI1,NAIP1,325
SPI1,MTO1,147
SPI1,PCGF2,236
SPI1,CPSF6,126
SPI1,NCAPG,165
SPI1,INSL6,460
SPI1,MROH6,179
SPI1,ANKRD13C,114
SPI1,5730409E04RIK,172
SPI1,VIPAS39,159
SPI1,AHSA1,159
SPI1,MOGAT2,559
SPI1,CADM1,159
SPI1,MFN1,229
SPI1,CECR2,265
SPI1,ARHGAP31,197
SPI1,RABGGTB,228
SPI1,CDK14,476
SPI1,NUTF2,116
SPI1,CCDC171,217
SPI1,IKZF2,603
SPI1,KLHDC4,171
SPI1,YTHDF1,264
SPI1,ZFP472,540
SPI1,DOCK5,188
SPI1,IKZF5,156
SPI1,ACADSB,156
SPI1,TMEM135,194
SPI1,KLK1B1,268
SPI1,FXYD6,550
SPI1,FADS1,401
SPI1,WDR61,208
SPI1,IER5,339
SPI1,CMTM2B,181
SPI1,OIP5,112
SPI1,NUSAP1,112
SPI1,H2-M10.2,731
SPI1,NAF1,163
SPI1,KBTBD6,229
SPI1,MAP2K5,120
SPI1,H2-Q10,1024
SPI1,SMC4,120
SPI1,IFT80,120
SPI1,ACAP3,285
SPI1,SHOX2,185
SPI1,INPP5B,474
SPI1,RPS23,406
SPI1,EML1,241
SPI1,DNASE1L1,116
SPI1,AP3B2,416
SPI1,FBXO46,132
SPI1,SEPT8,148
SPI1,FNDC7,859
SPI1,BLOC1S2,185
SPI1,OVOL1,456
SPI1,CASP12,193
SPI1,ETS1,148
SPI1,FGF9,964
SPI1,TNFAIP8L3,429
SPI1,NDC80,135
SPI1,VGF,222
SPI1,TIGD5,131
SPI1,EEF1D,131
SPI1,LRRC2,338
SPI1,OAS1A,189
SPI1,PPIF,235
SPI1,IKBKE,101
SPI1,CENPE,131
SPI1,LRRC73,303
SPI1,DEF8,244
SPI1,IFNAR2,283
SPI1,RNF187,617
SPI1,ITPKA,547
SPI1,CDCA3,179
SPI1,ABCD4,129
SPI1,GTF2H2,213
SPI1,SURF6,169
SPI1,NPM3,258
SPI1,ROPN1L,115
SPI1,AQP5,162
SPI1,ACSS2,172
SPI1,KMT2D,131
SPI1,CCSER2,328
SPI1,OXA1L,110
SPI1,MALSU1,127
SPI1,HBQ1A,106
SPI1,NR2C1,150
SPI1,SCLT1,172
SPI1,D3ERTD751E,172
SPI1,MTIF3,218
SPI1,CHIC2,222
SPI1,DECR2,354
SPI1,IRS3,195
SPI1,NFXL1,306
SPI1,TOP2A,144
SPI1,TTC30B,126
SPI1,ZFP763,382
SPI1,CIDEB,319
SPI1,SRI,1471
SPI1,DECR1,315
SPI1,RAB3GAP1,140
SPI1,THEM5,485
